text,date
"VANCOUVER, Wash. (KOIN)   A Vancouver man confronted a known panhandler recently near NE Andresen Rd. and NE Fourth Plain Blvd., after he saw the panhandler get into a newer Toyota pickup truck.Jimmy Severs works as a tattoo artist right across the street from where the panhandler sits. Severs said he became outraged when he saw the man get into the truck. Just to see somebody sitting out with a 2014, 2015 Toyota Tacoma holding a sign   just imagine how much money that guy has made in the months of sitting there, that I ve personally seen him sitting there,  Severs said.Severs posted his video to Facebook where it s been shared 1,000 times and has more than 43,000 views. ","April 18, 2016 "
"While he was speaking, he made a welcome announcement to the crowd of Michiganders: We ve made a decision. We re going to announce a state-of-the-art innovation center in Michigan. We re going to put an R&D Center in place. This decision is because of this man and these policies. We could have waited. We could have put it anywhere in the world. Several hundred jobs on top of the thousands. We are not waiting. We are going ahead. We are going to use American hard work and American brains and we re going to fight for the Dow company out of the USA. I tingle with pride listening to you. To honor me to help you chair American Manufacturing Council. To put in place the investments that you talk about. You re paving the way with your administration with your policies to make it easier to do business in this country. Not a  red tape  country but a  red carpet  country for American businesses. America first, as you said. That s what we have to do. And you can count on me and the business leaders that we ll put on this team. This will be America s finest and brightest to help us solve these problems that you all have. We need to employ our youth. We need to help all of our citizens. We need to give you hope. We need to find a way back. To believe in ourselves again. I bleed America and I bleed Michigan. ","December 4, 2017 "
"Here s yet another reason to be very suspicious of the Obama administration and Hillary Clinton:Via Free Beacon: Former Secretary of State Hillary Clinton struck a deal with the State Department while serving in the Obama administration that allowed her to take ownership of records she did not want made public, according to recently released reports.Clinton and her then-deputy chief of staff Huma Abedin were permitted to remove electronic and physical records under a claim they were  personal  materials and  unclassified, non-record materials. Judicial Watch made the revelation after filing a FOIA request with the State Department and obtaining a record of the agreement:The newly released documents show the deal allowed Clinton and Abedin to remove documents related to particular calls and schedules, and the records would not be  released to the general public under FOIA.  Abedin, for instance, was allowed to remove electronic records and five boxes of physical files, including files labeled  Muslim Engagement Documents. The released records included a list of designated materials that  would not be released to the general public under FOIA  and were to be released  to the Secretary with this understanding. Electronic copy of  daily files    which are word versions of public documents and non-records: speeches/press statements/photos from the website, a non-record copy of the schedule, a non record copy of the call log, press clips, and agenda of daily activitiesElectronic copy of a log of calls the Secretary made since 2004, it is a non-record, since her official calls are logged elsewhere (official schedule and official call log)Electronic copy of the Secretary s  call grid  which is a running list of calls she wants to make (both personal and official)16 boxes: Personal Schedules (1993 thru 2008-prior to the Secretary s tenure at the Department of State.29 boxes: Miscellaneous Public Schedules during her tenure as FLOTUS and Senator-prior to the Secretary s tenure at the Department of State1 box: Personal Reimbursable receipts (6/25/2009 thru 1/14/2013)1 box: Personal Photos1 box: Personal schedule (2009-2013) STICKY FINGERS  CLINTON:A physical file of  the log of the Secretary s gifts with pictures of gifts  was also handed over to Clinton. Gifts received by government employees is highly regulated, and often strictly limited. However, gifts that are  motivated by a family relationship or personal friendship  may be accepted without limitation.","September 22, 2017 "
Former U.S. Attorney Joseph diGenova slammed FBI director James Comey s handling of the investigation into Hillary Clinton s private email server. DiGenova says  people both currently in the FBI and with the FBI consider Comey to be a dirty cop. ,"December 16, 2016 "
Donald Trump: With fifty people dead and perhaps more ultimately and dozens more wounded we cannot afford to talk around issues anymore. We have to address these issues head on. I called for a ban after San Bernardino and it was met with great scorn and anger. And now many are saying although the pause is temporary we must find out what is going on. We have to do it. ,"October 14, 2017 "
"Obama s former AG Loretta Lynch released a video that s a call to action for Democrats. These people who have been stripped of power after being so close to achieving their goals of fundamentally transforming America into something most Americans wouldn t recognize, are serious about starting a civil war in our nation. If you don t believe me, listen to the words of Obama s former AG, who compares the fight against President Trump and his supporters to that of the Civil War:  I know that this is a time of great fear and uncertainty for so many people. I know it s a time of concern for people, who see our rights being assailed, being trampled on and even being rolled back.  I know that this is difficult, but I remind you that this has never been easy. We have always had to work to move this country forward to achieve the great ideals of our Founding Fathers. (Lynch s statement about the Founding Fathers is quite ironic, considering that she worked hand-in-hand with former President Barack Obama to destroy the very fabric of our Constitution.) It has been people, individuals who have banded together, ordinary people who simply saw what needed to be done and came together and supported those ideals who have made the difference. They ve marched, they ve bled and yes, some of them died. This is hard. Every good thing is. We have done this before. We can do this again. ","March 9, 2016 "
White House Press Secretary Sean Spicer appeared on Lou Dobbs tonight to give the first set of explanatory points around the President s decision to fire FBI Director James Comey:,"September 1, 2017 "
,"May 1, 2017 "
"The next time you hear someone talk about how it s a shame our country is so divided, make sure you tell them to thank a Democrat. We got a glimpse of the underbelly of the Democrat Party during the presidential election when the founder of Project Veritas James O Keefe went undercover to expose the Democrats plan to create chaos and violence and blame it on Trump supporters. The man in the video, Robert Creamer who bragged about his organizing skills had visited Obama s White House over 340 times. He is also the husband of a Democrat Congresswoman Jan Schakowsky of IL. Once the real riots got rolling in NYC and Chicago, and Antifa was gaining steam in Berkeley, CA, it was discovered that billionaire radical Democrat George Soros was actually paying to keep the riots going. So it really shouldn t come as any surprise that these basement dwellers have put a bounty on a black man s head simply for having a different political opinion than that of the one he was told he must follow Andrew Duncomb, aka  Black Rebel  has been an outspoken advocate of southern history, and specifically of the Confederate flag and Confederate monuments. We published an article about two great black patriots, the  Black Rebel  and Arlene Dunham, who have bravely stood in the face of hate and insults to defend for what their beliefs. But tonight, new information is coming out about a bounty that has been placed on the head of Duncomb, who according to friends in New Orleans, has gone into hiding.Here is  Black Rebel  telling viewers on his Facebook page about how they can t get any help or protection from police. Black Rebel says they won t be intimidated and will continue to fight for what they believe in:Here are fellow patriots in New Orleans explaining how Antifa has allegedly placed a bounty on  Black Rebel s  head and that he s gone into hiding. Another unidentified black Confederate monument supporter was threatened on Facebook by an alleged Antifa member Gene Black, who threatened the black Confederate statue supporter s family while he s in New Orleans on his wall 4 days ago:The image above appears to be of the man standing in the front with the red, white and blue t-shirt. The Black Rebel can be seen standing behind him as they are being threatened by the opposition. ","October 13, 2017 "
"Leo must be drinking the climate change Kool-Aid:  It is the most existential human crisis that the world has ever known, in my opinion. Fresh from filming The Revenant, DiCaprio and the film s director Alejandro I rritu recounted how they experienced the devastating affects of climate change on location in Argentina in the nine months that it took to make the movie. Yep, he really believes all this bs. This would all be funny except for the fact that DiCaprio is head of a multimillion-dollar environmental lobby group, the Leonardo DiCaprio Foundation, and a producer of documentaries on climate change.DiCaprio just gave $15 million to environmental causes last year.Here he s pictured with the commie head of the UN: ","November 10, 2017 "
A woman was asked if she would vote for Hillary Clinton and the interview got an earful:,"August 2, 2016 "
"If you were wondering how a bunch of wannabe revolutionaries could afford to spend all of their time occupying wildlife refuges and pointing guns at federal agents instead of working, the answer is becoming more obvious: They are being bankrolled by the billionaires who hate the government just as much as they do.Just as the last few Bundy militia hold outs were finally being rounded up and sent to jail, the Koch brothers announced that their heavily-funded powerful political network would be shifting to focus on dismantling laws that allow the government to own public lands. The Bundys  plea for snacks and temper tantrums over sex toys may have made most of us laugh, but they clearly impressed the Kochs.ThinkProgress explains:Though ClimateProgress has previously uncovered and reported on the dark money that the Kochs have provided for political efforts to seize and sell public lands, recent organizational changes reveal that the Koch network is providing direct support to the ringleader of the land grab movement, Utah state representative Ken Ivory, and has forged an alliance with groups and individuals who have militia ties and share extreme anti-government ideologies.Ivory is one of the shamelessly corrupt legislators currently in office. He freely acknowledges that he receives a $135,000 a year salary from an organization called  American Lands Council  which works to erode America s protected forests so oil and gas companies can move in. Not surprisingly, he s also one of the most aggressive opponents of the very concept of federal land, introducing bills to sell it off to private companies. In fact, Ivory claims he works 60 hours a week at ALC, leaving him little time to actually represent his state in any meaningful capacity.He will now be leaving that anti-government organization to head another one: Federalism in Action and will help start the group s  Free the Lands  project. His replacement at ALC is Montana State Senator Jennifer Fielder   and she s not any better.Fielder s selection as ALC s CEO suggests that the group is tightening its ties with the violent anti-government elements of the land seizure movement that is represented by Cliven Bundy and his sons. Fielder s land seizure efforts and campaign for Montana State Senate, for example, were vocally supported by a Militia of Montana organization that is run by white supremacist John Trochmann. In a recent blog post Fielder also expressed her support for the Bundys and the Oregon militants by referring to them fondly as  cowboys  and  protesters  performing  an act of civil disobedience  and bringing  new light to the widespread problems of a distant federal bureaucracy in control of local land management decisions. Her backers   the Koch brothers   probably love the Bundy family as well. They don t have any interest in cattle grazing fees, surely, but they certainly salivate over the idea of seeing federally protected land turned over to the public. They have enough money to buy a large chunk of it. That means more fracking, more oil drilling, and more land for chemical waste deposits. A whole new opportunity to make a fortune.In recent years, the Koch brothers have began freaking out because the massive amount of money they spent on influencing elections hasn t really worked out well for them. In 2012, they went all out of defeat President Obama, spending over $400 million in a scorched-earth campaign. The money might as well have been thrown in a bonfire. Obama won in a landslide. Since then they ve doubled down, suggesting they may spend up to a billion in 2016, but clearly they are shaken.Rather than keep wasting money on losing in general elections, the billionaires appear to be shifting a lot of their energy towards individual targets. Hence we see them align themselves with the Bundy militia and their allies. With less money and less scrutiny, Koch Industries can still get its way   just on a smaller scale.Feature image via YouTube screengrabs ","December 5, 2017 "
"Pastor Kenneth Sharpton Glasgow claims he s Reverend Al Sharpton s brother, and he s registering thousands of felons to vote in the hotly contested, upcoming Senate election. When the local News 5 station looked into the pastor s claim, that he was Al Sharpton s brother, they made an interesting discovery.  Glasgow told News 5 that he was indeed Al Sharpton s brother and that he dropped the  Sharpton  because  we didn t want somebody that s a racist, a bigot, to try to kill me knowing I was Sharpton s brother  while he was in prison. News 5  performed a background check on Glasgow and came up with nothing.  They also called Reverend Sharpton s office in New York and spoke with Sharpton s media correspondent, who said he d never heard of Kenneth Sharpton Glasgow. It wasn t until they contacted Sharpton-Glasgow s mother, Tina Glasgow, that they finally discovered the connection.As it turns out, Glasgow actually has ties to Al Sharpton Watch the video below for the bizarre details:Much like his brother, the  pastor  is also a Democrat activist, and he is pulling out all the stops to help the party defeat Judge Roy Moore, the Republican candidate for Senate in Alabama. While the Democrat Party is begging for donors to help support Moore s opponent, Doug Jones, Al Sharpton s half-brother is busy signing up felons to vote in a controversial election, where every vote will count.Thousands of felons across Alabama have registered to vote in recent weeks, according to Pastor Kenneth Glasgow, who is heading up a statewide effort to get felons to the voting booth.Glasgow s goal is to get as many felons as possible signed up to vote before the end of the day Monday, the deadline to be able to cast a ballot in Alabama s Dec. 12 U.S. Senate special election. In the last month, I think we registered at least five- to ten-thousand people all over the state,  Glasgow, president of Dothan s The Ordinary People Society (TOPS) advocacy group, said Monday.  I ve got people all over the state registering people with my TOPS branches in Tuscaloosa, Birmingham, Montgomery, Enterprise, Dothan, Abbeville, Geneva, Gordon, Bessemer, we have a lot. For generations, most Alabamians convicted of a felony were barred from ever voting in the state again, but the Definition of Moral Turpitude Act, a new law passed by the state Legislature and signed by Gov. Kay Ivey in May, cleared the way for thousands of felons to restore their voting rights.The law lists several dozen felony convictions that are considered crimes  of moral turpitude,  which means that anyone convicted of one of them loses the right to vote; other felons are now eligible to restore that right. Previously, the list of crimes that some registrars considered to be  of moral turpitude  was not clearly defined, and many felons simply believed they could never regain the franchise.  AL","January 20, 2017 "
"Embattled Fox News host Bill O Reilly announced on Tuesday that he will be going off the air for almost two weeks, to take a vacation.The anchor s announcement comes amid an ongoing controversy over sexual harassment allegations made against him and a new report that James Murdoch wants him out of the company for good.The exodus of sponsors followed a recent report in The New York Times that five women were paid a total of $13million to keep quiet about harassment allegations.The accusations surrounding O Reilly, which date back 15 years, include claims of dirty phone calls, unwanted kisses and hotel room invites. The assumption is that he ll exit in a non-embarrassing way,  one senior Fox News staffer told the magazine.O Reilly declined to share where he was heading, but has launched an online contest for fans to vote on where they think his vacation destination is. He made the point that the time off was voluntary.Bill O Reilly kept his announcement to leave FOX News for a two-week vacation upbeat:The claims prompted 60 sponsors to drop advertising deals with the prime time show and led to an internal investigation.Four network sources told New York Magazine that it s possible O Reilly s getaway could turn into a permanent vacation.The Murdoch family, the owners of Fox, are reportedly split on what to do about O Reilly. Rupert Murdoch and his eldest son Lachlan are said to be inclined to keep O Reilly, while younger son James   the CEO of 21st Century Fox   wants to give him the boot.James also pushed to fire Roger Ailes amid last summer s sex scandal, and sources think he could be successful in weeding out O Reilly this time around.  Daily MailJames Murdoch is said to have convinced his father, 76, to  go green  in a major May 9 speech. In the speech, Rupert Murdoch sounded like Al Gore, saying that  Climate change poses clear, catastrophic threats  and that  We may not agree on the extent, but we certainly can t afford the risk of inaction. Marc Gunther of Fortune magazine commented that  Murdoch has boldly promised to make News Corp. carbon neutral by 2010 and to weave environmental issues and themes into his newspapers, TV shows, movies and online properties-a tricky business, particularly when it comes to news.  (emphasis added)The Hillary front organization known as Media Matters has challenged Murdoch to rein in the various Fox News personalities, including Hannity, who have voiced skepticism about the man-made global warming theory. The group complains that conservative voices on Fox far outnumber  progressive  voices and that Fox anchors, reporters, and guests inject pro-Republican views into the shows.Murdoch s decision to hand the European and Asian operations of his company to his son James has been widely interpreted as a sign that James will soon inherit control of the entire company. That means that James  liberal philosophy on environmental and other matters could become the party line not only of News Corporation but the Fox News Channel.The New York Times has described James Murdoch as  steadfastly liberal  and notes that he  has supported Bill Clinton and Al Gore whose daughter he befriended at Harvard.    Aim ","Jun 17, 2016"
Melania Trump is pure class. She refuses to allow Anderson Cooper to Destroy her husband or his reputation in this powerful and classy interview Here s part II:,"December 10, 2017 "
"God family, guns and country these are some of the most important things to the majority of Republicans, yet means very little to leftist Democrats.  Without God, we become the communist nation the Democrat party has been pushing us towards for decades God doesn t just go away because the Left wants Him to. Unfortunately, this is what happens when a political party who elects godless presidential candidates like Bernie Sanders and Hillary Clinton who sincerely believe that Government can replace God in the lives of American citizens.Salon Magazine has accused the Republican Party of being out of touch with  post-Christian America,  warning the GOP that if it doesn t renege on its alliance with Christianity, it will soon become irrelevant.Ted Cruz s failure to get the GOP nomination, Matthew Sheffield proclaims in Salon,  is a perfect window into trends that will set the pace of American politics for decades to come: Americans are moving away from Christianity, including people most likely to vote Republican. To back up his claims, Sheffield cites the 2014 Pew Research study finding that 23 percent of Americans say they re  unaffiliated  with any religious tradition, up from 20 percent just three years earlier.The trend away from religion, and Christianity in particular, Sheffield argues, is the real cause of Republicans  woes and their failure to win the last two elections. The likely reason why Republicans have declined in popularity among the non-religious is GOP s long habit of identifying itself as a Christian party,  he states.  The later attempt to add in a  Judeo-  prefix has done little to stop the bleeding. While the statistics showing a rise in the religiously unaffiliated are undoubtedly sobering to people of faith, Sheffield fails to mention that the very same Pew study showed that over 70 percent of Americans continue to identify as Christian. That means that to an overwhelming majority of Americans, God matters.  Breitbart","November 27, 2017 "
"On a never-before-released private October conference call with House Republican members, House Speaker Paul Ryan told his members in the U.S. House of Representatives he was abandoning then-GOP presidential nominee Donald Trump forever and would never defend him ever again. In the Oct. 10, 2016 call, from right after the Access Hollywood tape of Trump was leaked in the weeks leading up to the election, Ryan does not specify that he will never defend Trump on just the Access Hollywood tape he says clearly he is done with Trump altogether. I am not going to defend Donald Trump not now, not in the future,  Ryan says in the audio, obtained by Breitbart News and published here for the first time ever.Now, Ryan still the Speaker has pushed now President Donald Trump to believe his healthcare legislation the American Health Care Act would repeal and replace Obamacare when it does not repeal Obamacare. Ryan has also, according to Trump ally Sen. Rand Paul (R-KY), misled President Trump into believing that Ryan s bill can pass Congress. Paul and others believe the bill is dead on arrival in the U.S. Senate since a number of GOP senators have come out against it, and there are serious questions about whether it can pass the House. This is the first major initiative that Trump has worked on with Ryan and the fact it is going so poorly calls into question whether Speaker Ryan, the GOP s failed 2012 vice presidential nominee who barely supported Trump at all in 2016, really understands how Trump won and how to win in general.The October conference call apparently was intended only for House Republican members. It s unclear which or how many House Republicans took part in the call, whether the participants knew it was being recorded, who made the recording, or whether a recording exists of the entire call. The remarks on the portion provided to Breitbart News certainly sound like they were coming from Speaker Ryan, who seemed to be abandoning his party s presidential nominee altogether just weeks before the election. He says not only will he not defend the Access Hollywood comments, but he will not campaign with Trump at all between this call on Oct. 10, 2016, and the general election for the presidency on Nov. 8 and that Ryan would not defend Trump on anything generally. For entire story- Matthew Boyle, Breitbart NewsLISTEN:","August 10, 2017 "
"What a disgusting, out of touch racist she is. The Democratic Party does nothing other than play identity politics and further divide the country. ","September 1, 2017 "
"Soooo, NYC Mayor de Blasio wants you to believe he just wants to visit Iowa. He s been running for President since before he became Mayor, that s why he ran for Mayor. And even in progressive NYC, everyone still despises him for doing nothing. And yes, he s further left than Hillary and Obama.Via Free Beacon: New York City Mayor Bill de Blasio (D.) on Tuesday repeatedly denied that he is running for president in 2020 during a trip to Iowa, a state that automatically begs questions about White House ambitions if politicians head there. No,  de Blasio said.  I m not running for president. The New York Times noted, however, that de Blasio made Iowa his first stop since his easy re-election to the mayorship. The Iowa caucuses launch the nominating process each presidential election cycle, so any jaunts to the midwestern state attract attention.The Washington Post described the far-left mayor as fielding versions of the 2020 question throughout the day. He described himself as focused on his second term.De Blasio is a total phony HERE S A PREVIOUS REPORT ON DE BLASIO S  PROGRESSIVE  AGENDA:Why would anyone expect anything else from a mayor who criticized Barack Obama for being  too conservative  and  too afraid to take the bold kind of action that President Roosevelt took  during the Great Depression. Last week, New York City Mayor Bill de Blasio unveiled a 13-point national  Progressive Agenda  that is being touted as the liberal  Contract with America. The aim is for the  Progressive Agenda  to become the basis for the Democratic Party s main economic policies, including those of its 2016 presidential candidate.De Blasio has compared his plan to the  Contract with America,  a document released by the Republican Party during the 1994 congressional election and drawn up by future House Speaker Newt Gingrich to serve as the GOP policy agenda.Now WND documents that most of the 13 points in de Blasio s  Progressive Agenda  can also be found in the manifestos and literature of the Communist Party USA and the Socialist Party USA.The full progressive plan, entitled,  The Progressive Agenda to Combat Income Inequality,  can be found on the agenda s new website.Here is a comparison of the Agenda s plan with literature from the manifestos and writings of the Community Party USA, or CPUSA, and the Socialist Party USA, or SPUSA.  Progressive Agenda:  Raise the federal minimum wage, so that it reaches $15/hour, while indexing it to inflation. SPUSA:  We call for a minimum wage of $15 per hour, indexed to the cost of living. CPUSA: Calls for  struggles for peace, equality for the racially and nationally oppressed, equality for women job creation programs, increased minimum wage.   Even with ultra-right control of the Federal government, peoples legislative victories, such as increasing the minimum wage, can be won on an issue-by-issue basis locally, statewide, and even nationally.  Progressive Agenda:  Pass comprehensive immigration reform to grow the economy and protect against exploitation of low-wage workers. SPUSA:  We defend the rights of all immigrants to education, health care, and full civil and legal rights and call for an unconditional amnesty program for all undocumented people. We oppose the imposition of any fees on those receiving amnesty. We call for full citizenship rights upon demonstrating residency for six months. CPUSA: Declares the  struggle for immigrant rights is a key component of the struggle for working class unity in our country today.  Progressive Agenda:  Make Pre-K, after-school programs and childcare universal. SPUSA:  We support public child care starting from infancy, and public education starting at age three, with caregivers and teachers of young children receiving training, wages, and benefits comparable to that of teachers at every other level of the educational system.  Progressive Agenda:  Earned Income Tax Credit.   Implement the  Buffett Rule  so millionaires pay their fair share. SPUSA:  We call for a steeply graduated income tax and a steeply graduated estate tax.  CPUSA:  No taxes for workers and low and middle income people; progressive taxation of the wealthy and private corporations.  Dems hail  beginning of revolution De Blasio criticized Obama as  too conservative  to assert a progressive economic vision and  too afraid to take the bold kind of action that President Roosevelt took  during the Great Depression, reported the liberal news network.Speaking at the  Progressive Agenda  launch event outside the Capitol building last Tuesday, de Blasio said  something is changing in America. It s time to take that energy and crystallize it into an agenda that will make a difference,  he said.  We ll be calling on leaders and candidates to address these issues, to stiffen their backbones, to be clear and to champion these progressive policies. Read more at WND ","September 13, 2017 "
"The FBI is digging deeper into the e-mails of Hillary Clinton: The FBI is opening up a bigger can of worms and trying to interview officials who could have been e-mailed. This is a big deal and concerns whether classified information was put out there.POLITICO reported on the full blown investigation: The FBI around early October requested documents from a company involved in the server arrangement after Clinton left State. It also interviewed a former high-ranking policy official at State about the contents of top Clinton aides  emails. The official, who spoke to POLITICO on the condition of anonymity, said the questions explored whether anyone at State was concerned about classified information being put at risk by communicating over email. The source did not know of any such concerns. Confirmation of the interview and document requests is the first public indication that the agency is moving ahead with its inquiry and possibly expanding it.The former State Department official approached by the FBI was not involved with the set-up or approval of the personal email system Clinton used while she served as secretary of state, which indicates that the FBI may now be examining staff communications in addition to the security of Clinton s server. This sounds to me like it s more than a preliminary inquiry; it sounds like a full-blown investigation,  former assistant director of the FBI Tom Fuentes said.  When you have this amount of resources going into it  . I think it s at the investigative level. When the Department of Justice seized Clinton s server in August after the inspector general of the intelligence community concluded that multiple emails contained classified information, the probe was considered preliminary.The FBI does not need to say publicly that it has escalated a preliminary investigation to a full-fledged one.","Oct 18, 2016"
"As liberal protesters step up confrontations with Republican lawmakers, leaders of the original Tea Party movement that wrote the book on those tactics are reassembling their political army   dispatching activists to push a conservative agenda that includes tax reform and dismantling ObamaCare.FreedomWorks, Tea Party Patriots and other groups are looking to keep pressure on GOP lawmakers to keep their 2016 campaign promises, and not buckle in the face of rowdy town hall protesters angry about the prospect of repealing the Affordable Care Act. A lot of people were elected to Congress based on bold promises about ObamaCare, tax reform and regulatory reform,  Noah Wall, FreedomWorks  national director of campaigns, told Fox News.  We have to hold them to campaign promises, keep up the momentum and the energy. It s time to get off the bench and get this to work. FreedomWorks plans to mobilize its network of grassroots organizations and unite with the Tea Party Patriots on March 15 for a  Day of Action  on Capitol Hill that will include a rally and visits to members of Congress.The group will follow up with a  Month of Action,  set to include members driving constituents to congressional district offices and larger-scale rallies across the country to amplify their fiscally conservative message.Wall says his group and its supporters want to capitalize on Republicans now controlling Congress and the White House, and achieve long-awaited policy objectives. If successful, their efforts could mark a revival of the eight-year-old Tea Party movement   a political revolt against big government under then-President Obama that crested with Republicans  historic 2010 House takeover. Tea Party Patriots national coordinator Jenny Beth Martin on Wednesday said the upcoming Capitol Hill events are to  make sure Republicans stay focused on repealing ObamaCare  and her group will follow up with its own busy month   including daily, micro-focused activities like  Message Monday  and  Tweet Tuesday. She bristled at the suggestion the Tea Party movement has emerged from hibernation, arguing it was instrumental over the past several election cycles in helping Republicans take control of the House, Senate and then the White House. We are not dead, and we have never gone away,  Martin told Fox News.  There s a time to be active in campaigns, a time to have our voices heard and a time to stand up and be heard by members of Congress.   They need to know we are not going away.   FOX News","June 27, 2016 "
"While the mainstream media remains transfixed on a phony Trump-Russian collusion story, they completely ignore the real news, about how things appear to be heating up between Russian President Vladimir Putin and the U.S.A Marine Corps commandant on Thursday warned U.S. troops stationed in Norway to be prepared for a coming war.Neller pointed to the near future possibility of Russia and the Pacific theater being the next major areas of conflict.Sgt. Maj. Ronald Green sounded a similar tone. Just remember why you re here,  Green said.  They re watching. Just like you watch them, they watch you. We ve got 300 Marines up here; we could go from 300 to 3,000 overnight. We could raise the bar. The warnings came a day before Defense Secretary Jim Mattis told troops at Fort Bragg, N.C., that  storm clouds are gathering  over the Korean Peninsula.Whether the comments were more than motivational rhetoric remained unclear.Neller and Green s arrival in Norway coincided with heightened tensions between the U.S. and its NATO allies and Russia. According to Military.com, Russia warned Norway that its decision to host a new unit of U.S. troops through the end of 2018 would negatively affect relations. FOX NewsAccording to UK Express, Russian President Putin said the US missile defense sites in Romania containing interceptor missiles could also house ground-to-ground intermediate-range cruise missiles, which would be in violation of the 1987 Intermediate-range Nuclear Forces (INF) Treaty.He told the military officials that both the US and NATO have been  accelerating build-up of infrastructure in Europe  and emphasised that the deployment of NATO forces near Russia s borders had threatened its security.He said:  When we move military units on our own territory, they present it as some kind of a threat. And when they move military bases, infrastructure and new weapons near our borders they present it as something normal. It s probably normal for those who do it, but not for us. NATO has deployed military units to Poland and the Baltics to reassure allies worried over Russia s intentions following its 2014 annexation of Ukraine s Crimea and its support for pro-Russia separatists in eastern Ukraine.Mr Putin mentioned NATO s US-led missile defense system and efforts to develop new prospective conventional weapons among other security challenges.He added:  They are searching for some violations on our part while consistently infringing on it themselves. All that seriously affects security in Europe and in the whole world. Mr Putin accused the US of violating a landmark Cold War-era nuclear arms pact and harbouring aggressive intentions, and pledged to fend off any potential threats.FOX News  At a Q&A session with the troops in the Norwegian Home Guard base near Trondheim, Neller said that the U.S. could shift its focus from the Middle East to Eastern Europe, citing Russia s conflicts with Ukraine and Georgia as justification. He told the Marines that they should be prepared for a  big-ass fight  on the horizon.Russia has reportedly been uneasy about the presence of American troops close to its borders. The 300 U.S. Marines deployed to Norway in June 2016 were the first foreign troops allowed to operate in the country since World War II.In September of this year, Russia conducted a joint-military exercise with neighboring Belarus that involved 12,700 troops.A new National Security Strategy unveiled by the Trump administration on Monday singled out Russia and China as two world powers challenging  American power, influence, and interests, attempting to erode American security and prosperity. F","October 10, 2017 "
" Punishment is not for revenge, but to lessen crime and reform the criminal  -Elizabeth FryThis homeowner was apparently sick and tired of having his Trump sign stolen, so he provided a little booby-trap for the next sneaky liberal who attempted to steal his personal property. Enjoy:","September 8, 2017 "
Senate  lifer  John McCain was caught on tape complaining about what a Trump candidacy would do to hurt his chances for yet another reelection:,"November 6, 2017 "
"WITH THESE LOSER DEMOCRATS IT S ALWAYS RUSSIA, RUSSIA, RUSSIA  ","November 5, 2017 "
This ad by the Republican Party nails Hillary on the lies: ,"December 20, 2017 "
"Colin Powell really doesn t disclose anything we didn t know about how dishonest and corrupt Crooked Hillary and her perverted husband in these emails. There is a certain amount of joy however, that can be obtained by seeing a confession by the former Republican turncoat Colin Powell, that his trusted Democrat  friends are nothing more than a couple of  dumb  and immoral grifters   Former Secretary of State Colin Powell ripped into Hillary Clinton in several personal emails over the years, according to a document dump of hacked emails on the website DCLeaks.com.The document batch, which included emails from June of 2014 to August of 2016, gave a revealing look into the former secretary s thoughts on the 2016 election.In one 2015 email, Powell commented on Clinton s use of a private email server during her tenure at the State Department and charged that  everything HRC touches she kind of screws up. In another message from 2014, Powell said of a still-potential Clinton presidential run:  I would rather not have to vote for her.  A spokesperson for Powell confirmed to CBS News that his email had been hacked.CBS News waded through the documents and picked out some of the most interesting emails blasting the Democratic presidential nominee.Here are a few of his revealing emails:In this stunning 2014 email with Democratic donor Jeffrey Leeds, Powell had this to say of Clinton:In this email to Leeds on Aug. 18, 2015, Powell discusses his own use of private emails for State Department business:In a recent email dated Aug. 23, 2016, Powell called Clinton s excuse for using an email server a  dumb  one: ","January 10, 2017 "
It seems like a pretty easy mistake. After all he could easily have called Hillary  Obama ,"Jan 11, 2017"
This brave cop (and mommy) reminds us that police officers risk their lives every day without asking what color the person is they are being asked to protect and defend when they get that call from the dispatcher.  She makes a lot of great common sense remarks in this video. It s definitely worth a watch:Lydia Marquez has a Facebook page you can find by clicking here.,"Sep 18, 2016"
